Sequence_ID	Order	Percent_of_votes	Family	Percent_of_votes
NODE_77_length_12004_cov_2.474433	Caudovirales	100	Siphoviridae	83.33333333
NODE_77_length_13428_cov_4.370298	Caudovirales	50	Unassigned	33.33333333
NODE_77_length_15434_cov_10.056961	Caudovirales	100	Unassigned	NA
NODE_77_length_17051_cov_17.709696	Caudovirales	100	Siphoviridae	90
NODE_77_length_19576_cov_17.607807	Caudovirales	100	Siphoviridae	60
NODE_77_length_25099_cov_4.340960	Caudovirales	100	Siphoviridae	90.90909091
NODE_77_length_28348_cov_7.729650	Caudovirales	40	Siphoviridae	50
NODE_77_length_34914_cov_4.634499	Caudovirales	100	Siphoviridae	56.25
NODE_77_length_3708_cov_1.995346	Caudovirales	100	Myoviridae	100
NODE_77_length_5834_cov_2.456480	Caudovirales	100	Siphoviridae	80
NODE_77_length_6597_cov_2.420361	Caudovirales	100	Siphoviridae	100
NODE_77_length_6934_cov_2.438000	Caudovirales	100	Siphoviridae	75
NODE_77_length_8755_cov_2.670000	Caudovirales	100	Siphoviridae	100
NODE_78_length_11932_cov_9.885661	Caudovirales	100	Siphoviridae	75
NODE_78_length_13252_cov_3.121391	Caudovirales	50	Podoviridae	40
NODE_78_length_15325_cov_17.409889	Caudovirales	100	Siphoviridae	75
NODE_78_length_18932_cov_3.417227	Caudovirales	100	Siphoviridae	87.5
NODE_78_length_18980_cov_33.104412	Caudovirales	100	Myoviridae	44.44444444
NODE_78_length_24488_cov_6.858102	Caudovirales	100	Siphoviridae	82.35294118
NODE_78_length_34810_cov_11.848741	Caudovirales	100	Siphoviridae	68.75
NODE_78_length_3566_cov_1.965537	Caudovirales	100	Siphoviridae	66.66666667
NODE_78_length_6419_cov_3.541012	Caudovirales	100	Siphoviridae	100
NODE_78_length_6706_cov_3.271388	Caudovirales	100	Myoviridae	50
NODE_78_length_6893_cov_52.773618	Caudovirales	50	Unassigned	40
NODE_78_length_7290_cov_4.674499	Caudovirales	100	Siphoviridae	100
NODE_782_length_2571_cov_2.277424	Caudovirales	100	Siphoviridae	66.66666667
NODE_783_length_2570_cov_2.414314	Caudovirales	100	Myoviridae	100
NODE_79_length_11472_cov_2.199177	Caudovirales	100	Unassigned	NA
NODE_79_length_15272_cov_3.144641	Caudovirales	100	Siphoviridae	87.5
NODE_79_length_18067_cov_2.730124	Caudovirales	100	Myoviridae	50
NODE_79_length_28024_cov_4.369480	Caudovirales	50	Siphoviridae	66.66666667
NODE_79_length_32111_cov_4.976323	Caudovirales	50	Siphoviridae	42.85714286
NODE_79_length_34565_cov_4.851376	Caudovirales	40	Myoviridae	40
NODE_79_length_3466_cov_2.613603	Caudovirales	100	Siphoviridae	100
NODE_79_length_5612_cov_2.123988	Caudovirales	100	Unassigned	NA
NODE_79_length_6268_cov_7.561404	no_order_Microviridae	100	Microviridae	100
NODE_79_length_6732_cov_2.479257	Caudovirales	100	Siphoviridae	100
NODE_79_length_6928_cov_2.091518	Caudovirales	100	Podoviridae	100
NODE_79_length_8516_cov_194.794823	Caudovirales	50	Siphoviridae	66.66666667
NODE_791_length_2538_cov_3.017720	Caudovirales	100	Unassigned	NA
NODE_796_length_2513_cov_2.072417	Caudovirales	100	Siphoviridae	100
NODE_798_length_2509_cov_2.765281	Caudovirales	100	Myoviridae	100
NODE_8_length_110995_cov_12.145205	Caudovirales	47.36842105	Myoviridae	41.93548387
NODE_8_length_27766_cov_3.414998	Caudovirales	100	Podoviridae	50
NODE_8_length_44697_cov_4.408315	Caudovirales	100	Podoviridae	45.45454545
NODE_8_length_46716_cov_8.196481	Caudovirales	50	Podoviridae	42.85714286
NODE_8_length_52077_cov_5.892949	Caudovirales	48.38709677	Siphoviridae	56.25
NODE_8_length_53959_cov_4.911806	Caudovirales	100	Siphoviridae	62.5
NODE_8_length_61519_cov_6.420002	Caudovirales	50	Myoviridae	48.64864865
NODE_8_length_96678_cov_134.288192	Caudovirales	49.20634921	Siphoviridae	48.48484848
NODE_80_length_10206_cov_3.074869	Caudovirales	50	Unassigned	NA
NODE_80_length_12804_cov_5.651659	Caudovirales	50	Myoviridae	80
NODE_80_length_15140_cov_3.326682	Caudovirales	100	Myoviridae	100
NODE_80_length_15447_cov_4.674441	Caudovirales	100	Myoviridae	100
NODE_80_length_15738_cov_2.343620	Caudovirales	100	Unassigned	NA
NODE_80_length_16877_cov_4.742005	Caudovirales	100	Myoviridae	100
NODE_80_length_17979_cov_4.808358	Caudovirales	100	Siphoviridae	87.5
NODE_80_length_24274_cov_3.099385	Caudovirales	100	Siphoviridae	83.33333333
NODE_80_length_27821_cov_14.253908	Caudovirales	100	Siphoviridae	58.82352941
NODE_80_length_6638_cov_2.185174	Caudovirales	100	Myoviridae	100
NODE_80_length_8341_cov_3.254526	Caudovirales	100	Siphoviridae	100
NODE_81_length_10153_cov_2.151317	Caudovirales	100	Siphoviridae	83.33333333
NODE_81_length_10702_cov_3.597821	Caudovirales	100	Siphoviridae	83.33333333
NODE_81_length_12578_cov_3.454923	Caudovirales	100	Myoviridae	100
NODE_81_length_14960_cov_3.547601	Caudovirales	100	Siphoviridae	55.55555556
NODE_81_length_14962_cov_2.904541	Caudovirales	100	Myoviridae	50
NODE_81_length_24251_cov_6.734791	Caudovirales	100	Siphoviridae	100
NODE_81_length_33621_cov_4.159924	Caudovirales	50	Siphoviridae	66.66666667
NODE_81_length_3462_cov_2.487819	Caudovirales	100	Unassigned	NA
NODE_81_length_6245_cov_24.756704	no_order_Microviridae	100	Microviridae	100
NODE_81_length_6624_cov_2.183133	Caudovirales	100	Podoviridae	100
NODE_81_length_6710_cov_5.607964	Caudovirales	100	Unassigned	100
NODE_81_length_6815_cov_2.278994	Caudovirales	100	Siphoviridae	100
NODE_82_length_10126_cov_2.838149	Caudovirales	100	Unassigned	NA
NODE_82_length_10322_cov_2.172007	Caudovirales	100	Siphoviridae	100
NODE_82_length_16747_cov_5.103583	Caudovirales	50	Unassigned	NA
NODE_82_length_17927_cov_45.862802	Caudovirales	100	Siphoviridae	63.63636364
NODE_82_length_18629_cov_4.580812	Caudovirales	100	Unassigned	NA
NODE_82_length_27261_cov_9.587113	Caudovirales	50	Myoviridae	42.85714286
NODE_82_length_3290_cov_2.343431	Caudovirales	100	Unassigned	NA
NODE_82_length_32967_cov_14.811011	Caudovirales	100	Siphoviridae	72.72727273
NODE_82_length_6784_cov_3.451330	Caudovirales	100	Myoviridae	50
NODE_82_length_8224_cov_3.235157	Caudovirales	100	Siphoviridae	66.66666667
NODE_83_length_12401_cov_3.638830	Caudovirales	50	Siphoviridae	40
NODE_83_length_14967_cov_3.305056	Caudovirales	50	Siphoviridae	55.55555556
NODE_83_length_15505_cov_4.855469	Caudovirales	50	Siphoviridae	75
NODE_83_length_16676_cov_5.276518	Caudovirales	100	Unassigned	NA
NODE_83_length_17834_cov_5.392204	Unassigned	NA	Phycodnaviridae	40
NODE_83_length_23235_cov_3.605781	Caudovirales	44.44444444	Myoviridae	28.57142857
NODE_83_length_31536_cov_4.214256	Caudovirales	50	Myoviridae	66.66666667
NODE_83_length_3280_cov_1.781705	Caudovirales	100	Siphoviridae	100
NODE_83_length_6035_cov_2.321906	Caudovirales	100	Siphoviridae	100
NODE_83_length_6503_cov_3.192773	Caudovirales	100	Siphoviridae	75
NODE_84_length_10054_cov_15.311731	Caudovirales	100	Unassigned	NA
NODE_84_length_12341_cov_4.178089	Caudovirales	100	Siphoviridae	100
NODE_84_length_14293_cov_3.754390	Caudovirales	100	Siphoviridae	62.5
NODE_84_length_14924_cov_4.984263	Caudovirales	100	Siphoviridae	100
NODE_84_length_15503_cov_5.973071	Caudovirales	100	Unassigned	NA
NODE_84_length_16452_cov_4.110203	Caudovirales	100	Unassigned	NA
NODE_84_length_17817_cov_5.476129	Caudovirales	100	Siphoviridae	77.77777778
NODE_84_length_18400_cov_4.278386	Caudovirales	100	Podoviridae	40
NODE_84_length_26882_cov_6.118575	Caudovirales	100	Siphoviridae	63.63636364
NODE_84_length_32573_cov_4.820715	Caudovirales	100	Myoviridae	37.5
NODE_84_length_3398_cov_1.621298	Caudovirales	100	Siphoviridae	100
NODE_84_length_5930_cov_2.756085	Caudovirales	100	Unassigned	NA
NODE_84_length_6454_cov_2.743866	Caudovirales	100	Unassigned	NA
NODE_84_length_6618_cov_2.118391	Caudovirales	100	Siphoviridae	100
NODE_84_length_7746_cov_1.895332	Caudovirales	100	Siphoviridae	100
NODE_85_length_12310_cov_2.546063	Caudovirales	100	Unassigned	NA
NODE_85_length_16363_cov_3.379936	Caudovirales	100	Siphoviridae	80
NODE_85_length_17696_cov_4.239839	Caudovirales	100	Myoviridae	40
NODE_85_length_18262_cov_4.871972	Caudovirales	100	Unassigned	45.45454545
NODE_85_length_22636_cov_10.373544	Caudovirales	100	Siphoviridae	57.14285714
NODE_85_length_29888_cov_3.843428	Caudovirales	50	Unassigned	40
NODE_85_length_3014_cov_1.481582	Caudovirales	100	Siphoviridae	100
NODE_85_length_32529_cov_5.865646	Caudovirales	100	Siphoviridae	72.22222222
NODE_85_length_6272_cov_2.187550	Caudovirales	100	Podoviridae	100
NODE_85_length_7705_cov_3.249150	Caudovirales	100	Siphoviridae	66.66666667
NODE_85_length_9810_cov_429.929062	no_order_Microviridae	100	Microviridae	100
NODE_86_length_10009_cov_3.404862	Caudovirales	50	Siphoviridae	71.42857143
NODE_86_length_14058_cov_3.692494	Caudovirales	50	Myoviridae	50
NODE_86_length_17581_cov_4.636540	Caudovirales	100	Siphoviridae	100
NODE_86_length_22502_cov_3.552991	Caudovirales	100	Siphoviridae	50
NODE_86_length_29401_cov_5.339501	Caudovirales	100	Siphoviridae	57.14285714
NODE_86_length_32364_cov_4.582315	Caudovirales	100	Siphoviridae	71.42857143
NODE_86_length_3285_cov_2.328483	Caudovirales	100	Siphoviridae	83.33333333
NODE_86_length_6085_cov_3.190547	Caudovirales	100	Siphoviridae	100
NODE_86_length_6245_cov_8.653635	no_order_Microviridae	100	Microviridae	100
NODE_86_length_6400_cov_3.948148	Caudovirales	100	Podoviridae	100
NODE_86_length_6442_cov_2.369344	Caudovirales	100	Siphoviridae	100
NODE_86_length_7685_cov_2.955570	Caudovirales	100	Siphoviridae	100
NODE_87_length_12705_cov_3.048379	Caudovirales	100	Siphoviridae	57.14285714
NODE_87_length_14015_cov_251.795559	Caudovirales	100	Podoviridae	50
NODE_87_length_14174_cov_2.570083	Caudovirales	100	Myoviridae	50
NODE_87_length_16244_cov_4.885540	Caudovirales	100	Siphoviridae	100
NODE_87_length_17756_cov_6.960737	Caudovirales	50	Unassigned	NA
NODE_87_length_28420_cov_39.114507	Caudovirales	100	Siphoviridae	66.66666667
NODE_87_length_32215_cov_15.592506	Caudovirales	100	Siphoviridae	75
NODE_87_length_6199_cov_2.172852	Caudovirales	50	Myoviridae	42.85714286
NODE_87_length_6226_cov_2.354886	Caudovirales	100	Siphoviridae	80
NODE_87_length_6324_cov_2.661509	Caudovirales	100	Podoviridae	40
NODE_87_length_7638_cov_2.880654	Caudovirales	100	Myoviridae	100
NODE_88_length_12255_cov_6.685328	Caudovirales	100	Siphoviridae	72.72727273
NODE_88_length_12639_cov_3.740861	Caudovirales	100	Siphoviridae	100
NODE_88_length_14786_cov_5.220216	Caudovirales	100	Unassigned	NA
NODE_88_length_21781_cov_6.475237	Caudovirales	100	Siphoviridae	92.30769231
NODE_88_length_25376_cov_4.821768	Caudovirales	100	Myoviridae	42.85714286
NODE_88_length_2976_cov_2.010613	Caudovirales	100	Siphoviridae	66.66666667
NODE_88_length_32149_cov_48.332741	Caudovirales	100	Siphoviridae	91.66666667
NODE_88_length_6185_cov_2.380098	Caudovirales	100	Podoviridae	100
NODE_88_length_8939_cov_2.096691	Caudovirales	100	Myoviridae	50
NODE_89_length_13854_cov_4.599101	Caudovirales	100	Myoviridae	100
NODE_89_length_16345_cov_7.783610	Caudovirales	100	Siphoviridae	50
NODE_89_length_21698_cov_6.252553	Caudovirales	100	Siphoviridae	81.81818182
NODE_89_length_25270_cov_4.033512	Caudovirales	100	Siphoviridae	66.66666667
NODE_89_length_31829_cov_62.477403	Caudovirales	100	Siphoviridae	65
NODE_89_length_5277_cov_5.447721	no_order_Microviridae	100	Microviridae	100
NODE_89_length_5698_cov_2.632997	Caudovirales	50	Siphoviridae	75
NODE_89_length_7537_cov_2.282010	Caudovirales	100	Unassigned	NA
NODE_89_length_8713_cov_3.020213	Caudovirales	100	Unassigned	NA
NODE_9_length_107083_cov_7.960225	Caudovirales	49.15254237	Siphoviridae	50
NODE_9_length_29359_cov_4.137114	Caudovirales	100	Siphoviridae	66.66666667
NODE_9_length_43915_cov_6.954241	Caudovirales	50	Siphoviridae	93.33333333
NODE_9_length_45523_cov_3.740213	Caudovirales	100	Myoviridae	100
NODE_9_length_50597_cov_221.425567	Caudovirales	100	Myoviridae	48.57142857
NODE_9_length_85691_cov_8.231643	Caudovirales	44	Myoviridae	29.41176471
NODE_90_length_11890_cov_3.376257	Caudovirales	100	Podoviridae	100
NODE_90_length_13706_cov_4.998681	Caudovirales	100	Unassigned	NA
NODE_90_length_15689_cov_5.141870	Caudovirales	50	Siphoviridae	75
NODE_90_length_26510_cov_4.099074	Caudovirales	100	Siphoviridae	75
NODE_90_length_31247_cov_3.493845	Caudovirales	100	Siphoviridae	80
NODE_90_length_3145_cov_2.222654	Caudovirales	100	Siphoviridae	66.66666667
NODE_90_length_5268_cov_3.026280	Caudovirales	50	Unassigned	NA
NODE_90_length_5682_cov_2.054203	Caudovirales	50	Podoviridae	42.85714286
NODE_90_length_6101_cov_2.560040	Caudovirales	100	Myoviridae	100
NODE_90_length_7518_cov_2.398231	Caudovirales	100	Siphoviridae	100
NODE_90_length_8674_cov_498.998724	Caudovirales	50	Siphoviridae	66.66666667
NODE_90_length_9194_cov_2.259875	Caudovirales	100	Unassigned	NA
NODE_91_length_12512_cov_6.028016	Caudovirales	100	Siphoviridae	66.66666667
NODE_91_length_13430_cov_4.053234	Caudovirales	50	Myoviridae	80
NODE_91_length_13464_cov_2.232530	Caudovirales	100	Siphoviridae	100
NODE_91_length_14027_cov_3.368952	Caudovirales	100	Siphoviridae	88.88888889
NODE_91_length_15458_cov_4.697916	Caudovirales	100	Siphoviridae	50
NODE_91_length_16981_cov_4.946650	Caudovirales	100	Myoviridae	100
NODE_91_length_24876_cov_9.770114	Caudovirales	100	Siphoviridae	100
NODE_91_length_25386_cov_3.813628	Caudovirales	100	Siphoviridae	83.33333333
NODE_91_length_30392_cov_3.837163	Caudovirales	46.15384615	Unassigned	30
NODE_91_length_5093_cov_2.525010	Caudovirales	100	Siphoviridae	66.66666667
NODE_91_length_7486_cov_2.563047	Caudovirales	100	Myoviridae	50
NODE_91_length_8647_cov_3.054702	Caudovirales	100	Siphoviridae	75
NODE_92_length_11738_cov_2.620731	Caudovirales	100	Unassigned	NA
NODE_92_length_12146_cov_12.286990	Caudovirales	100	Myoviridae	50
NODE_92_length_15436_cov_2.917301	Caudovirales	40	Siphoviridae	50
NODE_92_length_16908_cov_9.471785	Caudovirales	100	Unassigned	41.17647059
NODE_92_length_20902_cov_5.335252	Caudovirales	50	Unassigned	NA
NODE_92_length_24473_cov_5.235728	Caudovirales	46.15384615	Unassigned	28.57142857
NODE_92_length_25268_cov_9.354579	Caudovirales	100	Unassigned	46.15384615
NODE_92_length_30284_cov_3.410831	Caudovirales	50	Siphoviridae	66.66666667
NODE_92_length_5473_cov_2.001292	Caudovirales	100	Siphoviridae	66.66666667
NODE_92_length_5576_cov_1.916501	Caudovirales	100	Siphoviridae	100
NODE_92_length_5986_cov_2.733266	Caudovirales	100	Myoviridae	50
NODE_92_length_6037_cov_1.933133	Caudovirales	100	Siphoviridae	100
NODE_92_length_7423_cov_3.428339	Caudovirales	100	Siphoviridae	100
NODE_92_length_8772_cov_16.670529	Caudovirales	100	Siphoviridae	50
NODE_93_length_11889_cov_9.613909	Caudovirales	50	Myoviridae	42.85714286
NODE_93_length_13341_cov_3.534623	Caudovirales	100	Siphoviridae	100
NODE_93_length_13546_cov_10.752576	Caudovirales	100	Siphoviridae	100
NODE_93_length_15401_cov_20.995439	Caudovirales	100	Siphoviridae	66.66666667
NODE_93_length_15493_cov_3.490931	Caudovirales	100	Myoviridae	50
NODE_93_length_20891_cov_89.814936	Caudovirales	100	Siphoviridae	57.14285714
NODE_93_length_29791_cov_4.171577	Caudovirales	100	Unassigned	NA
NODE_93_length_7368_cov_3.750581	Caudovirales	50	Myoviridae	87.5
NODE_93_length_8503_cov_2.649266	Caudovirales	50	Siphoviridae	66.66666667
NODE_94_length_11884_cov_3.670048	Caudovirales	100	Myoviridae	50
NODE_94_length_12949_cov_3.513184	Caudovirales	100	Siphoviridae	77.77777778
NODE_94_length_13503_cov_4.040973	Caudovirales	100	Siphoviridae	87.5
NODE_94_length_15427_cov_6.269321	Caudovirales	100	Podoviridae	50
NODE_94_length_16709_cov_5.151795	Caudovirales	100	Unassigned	NA
NODE_94_length_20305_cov_3.955160	Caudovirales	100	Siphoviridae	100
NODE_94_length_29316_cov_3.978435	Caudovirales	100	Siphoviridae	87.5
NODE_94_length_5080_cov_2.308060	Caudovirales	100	Siphoviridae	60
NODE_94_length_5510_cov_2.443630	Caudovirales	100	Siphoviridae	100
NODE_94_length_5904_cov_4.690545	Caudovirales	100	Siphoviridae	66.66666667
NODE_94_length_5911_cov_2.926742	Caudovirales	100	Siphoviridae	100
NODE_94_length_6045_cov_2.683139	Caudovirales	100	Siphoviridae	66.66666667
NODE_95_length_11421_cov_7.397589	Caudovirales	100	Myoviridae	50
NODE_95_length_11729_cov_2.641254	Caudovirales	100	Myoviridae	100
NODE_95_length_12886_cov_3.160081	Caudovirales	100	Myoviridae	50
NODE_95_length_13314_cov_3.243231	Caudovirales	100	Siphoviridae	55.55555556
NODE_95_length_13445_cov_4.602689	Caudovirales	100	Myoviridae	50
NODE_95_length_15018_cov_3.598944	Caudovirales	100	Unassigned	NA
NODE_95_length_15356_cov_3.584733	Caudovirales	100	Podoviridae	100
NODE_95_length_23926_cov_5.359432	Caudovirales	100	Siphoviridae	70
NODE_95_length_28924_cov_4.882642	Caudovirales	50	Siphoviridae	50
NODE_95_length_3086_cov_3.742659	no_order_Microviridae	100	Microviridae	100
NODE_95_length_4907_cov_3.413026	Caudovirales	100	Myoviridae	100
NODE_95_length_5902_cov_3.835813	Caudovirales	100	Siphoviridae	66.66666667
NODE_95_length_7283_cov_3.089513	Caudovirales	100	Siphoviridae	100
NODE_95_length_8384_cov_3.219714	Caudovirales	100	Siphoviridae	100
NODE_95_length_8453_cov_16.086687	Caudovirales	100	Siphoviridae	100
NODE_96_length_11662_cov_7.022019	Caudovirales	100	Podoviridae	75
NODE_96_length_13131_cov_2.683389	Caudovirales	100	Siphoviridae	90.90909091
NODE_96_length_13344_cov_2.617127	Caudovirales	100	Unassigned	NA
NODE_96_length_23906_cov_7.397006	Caudovirales	50	Siphoviridae	50
NODE_96_length_28551_cov_6.390862	Caudovirales	50	Unassigned	42.85714286
NODE_96_length_4898_cov_2.542432	Caudovirales	100	Siphoviridae	100
NODE_96_length_7279_cov_2.620017	Caudovirales	100	Unassigned	NA
NODE_96_length_8269_cov_6.272462	no_order_Mimiviridae	100	Mimiviridae	100
NODE_96_length_8360_cov_3.752197	Caudovirales	100	Siphoviridae	71.42857143
NODE_97_length_12527_cov_5.050513	Caudovirales	100	Podoviridae	50
NODE_97_length_12988_cov_705.703781	Caudovirales	100	Unassigned	NA
NODE_97_length_13224_cov_4.750171	Caudovirales	100	Siphoviridae	66.66666667
NODE_97_length_15036_cov_4.816301	Caudovirales	100	Siphoviridae	100
NODE_97_length_18508_cov_3.596380	Caudovirales	100	Siphoviridae	75
NODE_97_length_23487_cov_5.237794	Caudovirales	100	Myoviridae	50
NODE_97_length_2901_cov_1.927266	Caudovirales	100	Siphoviridae	100
NODE_97_length_5285_cov_4.321415	Caudovirales	100	Myoviridae	100
NODE_97_length_8143_cov_10.278561	Caudovirales	100	Siphoviridae	100
NODE_98_length_11595_cov_4.362565	Caudovirales	100	Siphoviridae	66.66666667
NODE_98_length_12396_cov_24.466494	Caudovirales	100	Siphoviridae	66.66666667
NODE_98_length_14736_cov_3.895647	Caudovirales	100	Myoviridae	50
NODE_98_length_14931_cov_3.011428	Caudovirales	100	Siphoviridae	75
NODE_98_length_16418_cov_5.128888	Caudovirales	100	Siphoviridae	66.66666667
NODE_98_length_23399_cov_4.973441	Caudovirales	100	Siphoviridae	66.66666667
NODE_98_length_23476_cov_4.904359	Caudovirales	100	Podoviridae	50
NODE_98_length_27642_cov_3.629318	Caudovirales	100	Siphoviridae	57.14285714
NODE_98_length_5354_cov_128.256463	no_order_Microviridae	100	Microviridae	100
NODE_98_length_5615_cov_2.630396	Caudovirales	100	Siphoviridae	80
NODE_98_length_7232_cov_3.103107	Caudovirales	100	Unassigned	NA
NODE_98_length_7908_cov_7.228830	Caudovirales	100	Siphoviridae	100
NODE_98_length_8055_cov_3.494125	Caudovirales	100	Siphoviridae	50
NODE_99_length_11590_cov_2.584135	Caudovirales	100	Siphoviridae	75
NODE_99_length_12299_cov_3.061173	Caudovirales	100	Unassigned	NA
NODE_99_length_12681_cov_2.917155	Caudovirales	100	Siphoviridae	83.33333333
NODE_99_length_14841_cov_3.280941	Caudovirales	100	Siphoviridae	66.66666667
NODE_99_length_23265_cov_6.654201	Caudovirales	50	Myoviridae	40
NODE_99_length_23338_cov_3.337113	Caudovirales	100	Siphoviridae	58.33333333
NODE_99_length_2660_cov_2.860653	Caudovirales	100	Siphoviridae	100
NODE_99_length_27136_cov_4.809424	Caudovirales	100	Siphoviridae	81.25
NODE_99_length_5541_cov_3.155487	Caudovirales	100	Unassigned	NA
NODE_99_length_5721_cov_1061.804977	no_order_Microviridae	100	Microviridae	100
NODE_99_length_5909_cov_2.282029	Caudovirales	100	Unassigned	NA
NODE_99_length_7172_cov_2.833778	Caudovirales	100	Siphoviridae	100
